Project Name,p_link,BHK,Price,Price per Sqft,Area with Type,No_open_sides,Boundary_Wall,Width of Facing road,Ownership,Authority Approved,Corner_Property,Gated Society,Address,Facing,Construction Status,Age Possession/completion date,Property Status,RERA ID,Property ID,Nearby Landmarks,Features,Key Highlights,Open Space (in %),Units Available,Description,Ratings
on request,https://www.99acres.com/residential-land-plot-for-sale-in-sindhu-bhavan-road-ahmedabad-west-1200-sq-yard-spid-L82462068,Residential land / Plot,19.68 Cr,"₹18,222 /sqft",Plot_area 10800 sq.ft.l*b :120 ft.(36.57) m.*90 ft.(27.43) m.,2.0,Yes,100.0 ft,Freehold,AMC,,Yes,"111 Sindhubhavan, on request, Sindhu Bhavan Road, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,L82462068,"['ISKON Temple', 'Paramdham Temple', 'State bank of india ATM', 'Apex Heart Institute', 'The Vitreoretina Clinic and Eye Hospital', 'Raksha Hospital Pvt Ltd', 'Samarpan Maternity And Urosurgical Hospital', 'Arthro Care Hospital', 'Vatsalya Maternity Nursing Home', 'Avataran Eye Hospital and Oculoplasty Clinic', 'Udit Hospital Multi Speciality', 'Shri Gordhandas Charitable Hospital', ""Brinda Women's Hospital"", 'Aakshardeep Eye Hospital', 'Kirenben Maternity And Nursing Home', ""Tender Touch Children's Hospital"", 'Sal Hospital and Medical Institute', 'Jalaram Hospital Ahmedabad', 'Mehta Hospital Siddhachal', 'Uro Care', 'Raghunath Party Plot', 'Shangrila Bunglows', 'HP Fuel Station', 'Indian bank', 'PVR acropolis mall', 'Mukta A2 Cinemas', 'Wide Angle', 'cabana lounge', 'Cooking Culture', 'Havmor', ""Deva's Coffee Bar"", 'Honest', 'Gordhan Thal', 'Subway', 'Atithi Dining Hall', 'The Cafe Date', 'Little Italy', 'Starbucks', 'Mocha', 'Black Salt', 'Cafe Coffee Day', 'Mc Donalds', 'Satva Vikas School', 'Nirma School', 'SN Collage', 'SN School', 'Ambli road railway station', 'TatvaSoft', 'Sauber Environmental Solutions Pvt. Ltd.', 'Aardenco Infotech Pvt Ltd']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']",['Feng Shui/ Vaastu Compliant'],,,"Plot for sale prime location, 24 hour water supply available, 24 hour security available, need facilities available by walking distance, enough space for park your car.","['Connectivity4.2/5', 'Lifestyle4.4/5', 'Safety4.2/5', 'Green Area4.2/5']"
on request,https://www.99acres.com/residential-land-plot-for-sale-in-sindhu-bhavan-road-ahmedabad-west-1200-sq-yard-spid-U82461422,Residential land / Plot,19.8 Cr,"₹18,333 /sqft",Plot_area 10800 sq.ft.l*b :210 ft.(64.00) m.*60 ft.(18.29) m.,2.0,Yes,100.0 ft,Freehold,AMC,,Yes,"111 Sindhubhavan, on request, Sindhu Bhavan Road, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,U82461422,"['ISKON Temple', 'Paramdham Temple', 'State bank of india ATM', 'Apex Heart Institute', 'The Vitreoretina Clinic and Eye Hospital', 'Raksha Hospital Pvt Ltd', 'Samarpan Maternity And Urosurgical Hospital', 'Arthro Care Hospital', 'Vatsalya Maternity Nursing Home', 'Avataran Eye Hospital and Oculoplasty Clinic', 'Udit Hospital Multi Speciality', 'Shri Gordhandas Charitable Hospital', ""Brinda Women's Hospital"", 'Aakshardeep Eye Hospital', 'Kirenben Maternity And Nursing Home', ""Tender Touch Children's Hospital"", 'Sal Hospital and Medical Institute', 'Jalaram Hospital Ahmedabad', 'Mehta Hospital Siddhachal', 'Uro Care', 'Raghunath Party Plot', 'Shangrila Bunglows', 'HP Fuel Station', 'Indian bank', 'PVR acropolis mall', 'Mukta A2 Cinemas', 'Wide Angle', 'cabana lounge', 'Cooking Culture', 'Havmor', ""Deva's Coffee Bar"", 'Honest', 'Gordhan Thal', 'Subway', 'Atithi Dining Hall', 'The Cafe Date', 'Little Italy', 'Starbucks', 'Mocha', 'Black Salt', 'Cafe Coffee Day', 'Mc Donalds', 'Satva Vikas School', 'Nirma School', 'SN Collage', 'SN School', 'Ambli road railway station', 'TatvaSoft', 'Sauber Environmental Solutions Pvt. Ltd.', 'Aardenco Infotech Pvt Ltd']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']",['Feng Shui/ Vaastu Compliant'],,,"Plot for sale prime location, 24 hour water supply available, 24 hour security available, need facilities available by walking distance, enough space for park your car.","['Connectivity4.2/5', 'Lifestyle4.4/5', 'Safety4.2/5', 'Green Area4.2/5']"
on request,https://www.99acres.com/residential-land-plot-for-sale-in-sindhu-bhavan-road-ahmedabad-west-1000-sq-yard-spid-S82461202,Residential land / Plot,16.5 Cr,"₹18,333 /sqft",Plot_area 9000 sq.ft.l*b :210 ft.(64.00) m.*90 ft.(27.43) m.,3.0,Yes,100.0 ft,Freehold,AMC,,Yes,"111 Sindhubhavan, on request, Sindhu Bhavan Road, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,S82461202,"['ISKON Temple', 'Paramdham Temple', 'State bank of india ATM', 'Apex Heart Institute', 'The Vitreoretina Clinic and Eye Hospital', 'Raksha Hospital Pvt Ltd', 'Samarpan Maternity And Urosurgical Hospital', 'Arthro Care Hospital', 'Vatsalya Maternity Nursing Home', 'Avataran Eye Hospital and Oculoplasty Clinic', 'Udit Hospital Multi Speciality', 'Shri Gordhandas Charitable Hospital', ""Brinda Women's Hospital"", 'Aakshardeep Eye Hospital', 'Kirenben Maternity And Nursing Home', ""Tender Touch Children's Hospital"", 'Sal Hospital and Medical Institute', 'Jalaram Hospital Ahmedabad', 'Mehta Hospital Siddhachal', 'Uro Care', 'Raghunath Party Plot', 'Shangrila Bunglows', 'HP Fuel Station', 'Indian bank', 'PVR acropolis mall', 'Mukta A2 Cinemas', 'Wide Angle', 'cabana lounge', 'Cooking Culture', 'Havmor', ""Deva's Coffee Bar"", 'Honest', 'Gordhan Thal', 'Subway', 'Atithi Dining Hall', 'The Cafe Date', 'Little Italy', 'Starbucks', 'Mocha', 'Black Salt', 'Cafe Coffee Day', 'Mc Donalds', 'Satva Vikas School', 'Nirma School', 'SN Collage', 'SN School', 'Ambli road railway station', 'TatvaSoft', 'Sauber Environmental Solutions Pvt. Ltd.', 'Aardenco Infotech Pvt Ltd']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']",['Feng Shui/ Vaastu Compliant'],,,"Plot for sale prime location, 24 hour water supply available, 24 hour security available, need facilities available by walking distance, enough space for park your car.","['Connectivity4.2/5', 'Lifestyle4.4/5', 'Safety4.2/5', 'Green Area4.2/5']"
INDIVIZUAL PLOT,https://www.99acres.com/residential-land-plot-for-sale-in-chandkheda-ahmedabad-north-366-sq-yard-spid-D83291970,Residential land / Plot,4.05 Cr,"₹12,295 /sqft",Plot_area 3294 sq.ft.l*b :60 ft.(18.29) m.*54 ft.(16.46) m.,4.0,,100.0 ft,Freehold,Local Authority,,,"INDIVIZUAL PLOT, Chandkheda, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,D83291970,"['4D Square mall', 'Khodiyar Temple', 'State bank of india ATM', 'Utkarsh Hospital Ahmedabad', 'Dr Yashvant Chhatbar', 'Mahavir Clinic and Nursing Home', 'Kalyani Nursing Home and Sonography Clinic', 'Pushp Hospital and Maternity Home', 'Pushpam Hospital Ahmedabad', 'Health Center', 'Ansh Multispeciality Hospital', 'Sentara Multispeciality Hospital', 'Rhythm Heart and Medical Hospital', 'Navjivan Hospital', 'Navodaya Hospital for Neonates and Children', 'Amrut Arogyadham Medical Hospital', 'Chandkheda Orthopedic & Surgical Hospital', 'Shivam Surgical and Dental Hospital', 'Shreyas Orthopedic Hospital Ahmedabad', 'Shree Sai Children Hospital', 'Satyam Children Hospital', 'Netra Jyoti Eye and Ent Hospital', 'Satyamev Hospital', 'Devarshi Super Speciality Hospital', 'Sanskar Heart Care And Medical Hospital', 'Shilp E.N.T Clinic and Hospital', 'Om Pediatric and Neonatal Criticare Hospital', 'Vijaya Maternity and Surgical Nursing Home', 'J K Dental Hospital', 'Sudarshan Multispeciality Hospital', 'Param Multispeciality Hospital', 'Pushpa Children Hospital and Neonatal Care', 'BalMukund Hospital', 'Indus Hospital', 'Sevak Maternity & Surgical Hospital', 'Parimal Hospital', 'Rajdip Children Hospital', 'Aalisha Clinic', 'Lotus Multispeciality Hospital', 'Dhruvi ENT Hospital', ""Aryan's"", 'Kesharbhavani Medical Store', 'Vallabhpark', 'D-cabin', 'Food Temple', ""Sabarmati 'd' cabin railway station"", 'Kali road railway station', 'Chandkheda road railway station', 'Dream Scriptor', 'CoRo Technologies']",['Feng Shui / Vaastu Compliant'],['Feng Shui/ Vaastu Compliant'],,,"Indivizual plot for sell 
Prime location 
Main road touch 
366 sq yards 
For visit and more details contact now","['Connectivity4.4/5', 'Lifestyle4.3/5', 'Safety4.4/5', 'Green Area4.2/5']"
INDIVIZUAL PLOT,https://www.99acres.com/residential-land-plot-for-sale-in-chandkheda-ahmedabad-north-580-sq-yard-spid-L83291784,Residential land / Plot,4.84 Cr,"₹9,272 /sqft",Plot_area 5220 sq.ft.l*b :114 ft.(34.75) m.*54 ft.(16.46) m.,4.0,,98.4 ft,Freehold,Local Authority,,,"INDIVIZUAL PLOT, Chandkheda, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,L83291784,"['4D Square mall', 'Khodiyar Temple', 'State bank of india ATM', 'Utkarsh Hospital Ahmedabad', 'Dr Yashvant Chhatbar', 'Mahavir Clinic and Nursing Home', 'Kalyani Nursing Home and Sonography Clinic', 'Pushp Hospital and Maternity Home', 'Pushpam Hospital Ahmedabad', 'Health Center', 'Ansh Multispeciality Hospital', 'Sentara Multispeciality Hospital', 'Rhythm Heart and Medical Hospital', 'Navjivan Hospital', 'Navodaya Hospital for Neonates and Children', 'Amrut Arogyadham Medical Hospital', 'Chandkheda Orthopedic & Surgical Hospital', 'Shivam Surgical and Dental Hospital', 'Shreyas Orthopedic Hospital Ahmedabad', 'Shree Sai Children Hospital', 'Satyam Children Hospital', 'Netra Jyoti Eye and Ent Hospital', 'Satyamev Hospital', 'Devarshi Super Speciality Hospital', 'Sanskar Heart Care And Medical Hospital', 'Shilp E.N.T Clinic and Hospital', 'Om Pediatric and Neonatal Criticare Hospital', 'Vijaya Maternity and Surgical Nursing Home', 'J K Dental Hospital', 'Sudarshan Multispeciality Hospital', 'Param Multispeciality Hospital', 'Pushpa Children Hospital and Neonatal Care', 'BalMukund Hospital', 'Indus Hospital', 'Sevak Maternity & Surgical Hospital', 'Parimal Hospital', 'Rajdip Children Hospital', 'Aalisha Clinic', 'Lotus Multispeciality Hospital', 'Dhruvi ENT Hospital', ""Aryan's"", 'Kesharbhavani Medical Store', 'Vallabhpark', 'D-cabin', 'Food Temple', ""Sabarmati 'd' cabin railway station"", 'Kali road railway station', 'Chandkheda road railway station', 'Dream Scriptor', 'CoRo Technologies']",[], ,,,"Indivizual plot for sell 
580 sq yards fp 
R3 zone 
For visit and more details contact now","['Connectivity4.4/5', 'Lifestyle4.3/5', 'Safety4.4/5', 'Green Area4.2/5']"
INDIVIZUAL PLOT,https://www.99acres.com/residential-land-plot-for-sale-in-motera-ahmedabad-west-347-sq-yard-spid-O83283260,Residential land / Plot,4 Cr,"₹12,808 /sqft",Plot_area 3123 sq.ft.l*b :*,4.0,Yes,100.0 ft,Freehold,Local Authority,,,"INDIVIZUAL PLOT, Motera, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,O83283260,"['4D Square mall', 'Sant Asharamji Ashram', 'Ramji Mandir', 'Koteshwar Mahadev Temple Mandir', 'J K Dental Hospital', 'Om Pediatric and Neonatal Criticare Hospital', 'Param Multispeciality Hospital', 'Sevak Maternity & Surgical Hospital', 'Sanskar Heart Care And Medical Hospital', 'Parimal Hospital', 'Pushpa Children Hospital and Neonatal Care', 'Shilp E.N.T Clinic and Hospital', 'Vijaya Maternity and Surgical Nursing Home', 'Sudarshan Multispeciality Hospital', 'Lotus Multispeciality Hospital', 'Netra Jyoti Eye and Ent Hospital', 'Indus Hospital', 'Rajdip Children Hospital', 'Amrut Arogyadham Medical Hospital', 'Navodaya Hospital for Neonates and Children', 'Dhruvi ENT Hospital', 'Sentara Multispeciality Hospital', 'Sharda Eye Hospital', 'Rhythm Heart and Medical Hospital', 'Utkarsh Hospital Ahmedabad', 'Chandkheda Orthopedic & Surgical Hospital', 'Shree Sai Children Hospital', 'Satyam Children Hospital', 'Shivam Surgical and Dental Hospital', 'Shree Aman Hospital', 'Panchshil Hospital', 'Shreyas Orthopedic Hospital Ahmedabad', 'Navjivan Hospital', 'Aashirwad Surgical Hospital and Nursing Home', 'Neelkamal Hospital Pvt Ltd Pooja Hospital', 'Ansh Multispeciality Hospital', 'Divya Jyot Eye Hospital', 'Sanjivan Heart and Medical Hospital', 'Shreeji Clinic and Nursing Home', 'Sivmm Kidney Hospital', 'Geeta Maternity Hospital', 'Parth Hospital Ahmedabad', 'Vasudha Eye Hospital', ""Aryan's"", 'Vallabhpark', 'Hdfc bank', 'AFC Garden Restaurant', 'MAHARAJ Food Corner', 'Kali road railway station', 'Dream Scriptor']",[], ,,,"Indivizual plot for sale 
350 sq yards carpet plot 
Main road touch 
Suitable for commercial alsoFor visit and more details contact now","['Connectivity4/5', 'Lifestyle3.8/5', 'Safety4.2/5', 'Green Area4.1/5']"
Dholera Forest Estate,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-231-sq-yard-spid-A82224824,Residential land / Plot,20.77 Lac,"₹1,000 /sqft",Plot_area 2077 sq.ft.l*b :*,2.0,Yes,25.0 ft,Freehold,,,Yes,"Dholera Forest Estate, Dholera, Ahmedabad",East,Under Construction,Possession: Dec 2029 *,Resale,not available,A82224824,[],[], ,,,"Welcome to dholera forest estate by smarthomes infrastructure a one-Of-A-Kind forest-Themed plotted development and villa project in the vicinity of dholera smart city. Designed to leave a green legacy, dholera forest estate is not just a place to live but an opportunity for sustainable investment with promising returns. 1.98 lakh + sq yards 1,099 residential villa plots 19 common plots for ame...","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera Dream City,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-162-sq-yard-spid-E81959884,Residential land / Plot,13.77 Lac,₹944 /sqft,Plot_area 1458 sq.ft.l*b :*,2.0,Yes,29.5 ft,Freehold,AUDA,Yes,,"Dholera Dream City, Dholera, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,E81959884,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']","['East Facing', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant']",,,"Discover a world-Class residential project with - Na-Noc ready, govt. Approved plan pass, and title clear property - Strategically located near ahmedabad-Dholera express highway, fedara- Pipli highway, and vataman-Pipli highway - Residential and semi-Commercial options available - Proximity to shri kashtbhanjandev kamiyala dham, mono rail junction, dholera international airport, artificial rive...","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Arvind  Uplands One,https://www.99acres.com/residential-land-plot-for-sale-in-arvind-uplands-one-nasmed-gandhinagar-500-sq-yard-spid-A82844366,Residential land / Plot,8 Cr,"₹17,778 /sqft",Plot_area 4500 sq.ft.l*b :540 ft.(164.58) m.*180 ft.(54.86) m.,2.0,Yes,59.1 ft,Freehold,AUDA,Yes,Yes,"Arvind  Uplands One, Nasmed, Ahmedabad",West,Ready To Move,Possession: Immediate *,Resale,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA00217/A1R/EX1/080822,A82844366,"['Calorx Olive International School', 'Indus University, Rancharda', 'ULG Flying Field', 'Golf Living Leisure', 'Thol Bird Sanctuary, Thol Rd']","['Water Storage', 'Car Parking', 'Property Staff', '24/7 Power Backup', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Rain Water Harvesting', 'Club House', 'Golf Course', ""Children's Play Area"", 'Theatre', 'Park']","['Feng Shui/ Vaastu Compliant', 'Golf Square, A premium 9-hole executive golf course build around a modern lifestyle club in the project', 'Zen Square, An authentic Japanese Zen inspired Meditation, Yoga and Wellness Club', '50+ modern lifestyle amenities with 15 five star suites and low density horizontal development', 'Fun Square, an entertainment zone featuring the best, inspired by Disney', 'Disney themed kids bedroom and home theatre', 'The vast open spaces, parks, and walkways of Uplands One are a welcome relief from the hustle and bustle of Ahmedabad.', 'Option to upgrade to a personal swimming pool and gymnasium', 'Properties with 100% power backup available']",26%,431.0,"Looking for a plot in a prime location of ahmedabad west? This plot in nasmed is the best deal for you. It spans over spectacular 500 sq.Yards super built up area. Boundary wall is already constructed to separate the plot from nearby properties. By june 2025, possession of property can be transferred. The property is owned under freehold contract. The plot is available at a price of 8 crore. Th...",
Zenith Greenz commercial Park,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-400-sq-yard-spid-V82875818,Residential land / Plot,58 Lac,"₹1,611 /sqft",Plot_area 3600 sq.ft.l*b :60 ft.(18.29) m.*57 ft.(17.37) m.,2.0,,,Freehold,,Yes,,"Zenith Greenz commercial Park, Dholera, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,V82875818,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Rain Water Harvesting']","['North Facing', 'Corner Property', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant', 'Rain Water Harvesting']",,,"About zenith greenz Welcome to zenith greenz the future of business at dholera smart city Step into the future of commerce, innovation, and sustainability at zenith greenz, a premium business park strategically located in the heart of dholera smart cityindias most ambitious smart city project. Strategic location. Unmatched connectivity. Zenith greenz stands at the crossroads of growth and conve...","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
